"Dissemination ID","Original Dissemination ID","Primary Asset Class","Product ID","Action","Transaction Type","Block Trade Election Indicator","Cleared","Clearing Exception or Exemption Indicator","Day Count Convention","Effective Date","Embedded Option Type","Event Timestamp","Exchange Rate","Exchange Rate Basis","Execution Timestamp","Expiration Date","First Exercise Date","Fixed Rate 1","Fixed Rate 2","Fixed Recovery CDS Final Price","Floating Rate Reset Frequency Period 1","Floating Rate Reset Frequency Period 2","Floating Rate Reset Frequency Period Multiplier 1","Floating Rate Reset Frequency Period Multiplier 2","Leg 1 - Commodity Underlyer ID","Leg 2 - Commodity Underlyer ID","Leg 1 - Floating Rate Index","Leg 2 - Floating Rate Index","Non-Standardized Pricing Indicator","Notional Amount 1","Notional Amount 2","Notional Currency 1","Notional Currency 2","Notional Quantity 1","Notional Quantity 2","Total Notional Quantity 1","Total Notional Quantity 2","Option Entitlement","Option Premium Amount","Option Premium Currency","Other Payment Amount","Payment Frequency Period 1","Payment Frequency Period 2","Payment Frequency Period Multiplier 1","Payment Frequency Period Multiplier 2","Price 1","Price 2","Price Unit Of Measure 1","Price Unit Of Measure 2","Quantity Frequency","Quantity Unit Of Measure","Settlement Currency 1","Settlement Currency 2","Spread 1","Spread 2","Spread Currency 1","Spread Currency 2","Strike Price","Strike Price Currency","Underlying Asset ID","Underlying Asset ID Type","Underlying Asset Name","Leg 1 - Commodity Instrument ID","Leg 2 - Commodity Instrument ID","Option Type","Option Style","Execution Venue Type","Collateralization Type"
195886001,NA,"FX","ForeignExchange:ComplexExotic","NEW","Trade","Y","U","N",NA,2021-04-23,NA,"2021-04-23T15:11:13","1.2159","USD/EUR",2021-04-23 15:11:13,2022-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",9.8e+07,80598734,"USD","EUR",NA,NA,NA,NA,NA,0,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195886003,NA,"FX","ForeignExchange:ComplexExotic","NEW","Trade","Y","U","N",NA,2021-04-23,NA,"2021-04-23T15:11:24","1.2167","USD/EUR",2021-04-23 15:11:24,2022-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",8.8e+07,72326786,"USD","EUR",NA,NA,NA,NA,NA,0,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195886100,NA,"FX","ForeignExchange:NDF","NEW","Trade","N","U","Y",NA,2021-04-23,NA,"2021-04-23T15:42:31","712.5","USD/CLP",2021-04-23 15:42:31,2021-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2e+07,1.425e+10,"USD","CLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ON",NA
195885932,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2020-12-31,NA,"2020-12-31T20:59:22",NA,"EUR/USD",2020-12-31 20:59:22,2021-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",24378,30000,"EUR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885933,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2020-12-31,NA,"2020-12-31T20:59:22",NA,"EUR/USD",2020-12-31 20:59:22,2021-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",4957,6100,"EUR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885934,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2021-04-13,NA,"2021-04-13T14:29:02",NA,"GBP/USD",2021-04-13 14:29:02,2021-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1016,1400,"GBP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885935,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2020-12-31,NA,"2020-12-31T20:59:22",NA,"EUR/USD",2020-12-31 20:59:22,2021-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3575,4400,"EUR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885936,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2020-12-31,NA,"2020-12-31T20:59:22",NA,"EUR/USD",2020-12-31 20:59:22,2021-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5769,7100,"EUR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885937,NA,"FX","ForeignExchange:Forward","NEW","Termination","N","U",NA,NA,2020-12-31,NA,"2020-12-31T20:59:22",NA,"EUR/USD",2020-12-31 20:59:22,2021-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",97511,120000,"EUR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
195885957,191495926,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U",NA,NA,2021-03-22,NA,"2021-03-22T01:37:38","48.7","USD/PHP",2021-03-22 05:37:38,2021-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",32629000,670000,"PHP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
