"Dissemination ID","Original Dissemination ID","Primary Asset Class","Product ID","Action","Transaction Type","Block Trade Election Indicator","Cleared","Clearing Exception or Exemption Indicator","Day Count Convention","Effective Date","Embedded Option Type","Event Timestamp","Exchange Rate","Exchange Rate Basis","Execution Timestamp","Expiration Date","First Exercise Date","Fixed Rate 1","Fixed Rate 2","Fixed Recovery CDS Final Price","Floating Rate Reset Frequency Period 1","Floating Rate Reset Frequency Period 2","Floating Rate Reset Frequency Period Multiplier 1","Floating Rate Reset Frequency Period Multiplier 2","Leg 1 - Commodity Underlyer ID","Leg 2 - Commodity Underlyer ID","Leg 1 - Floating Rate Index","Leg 2 - Floating Rate Index","Non-Standardized Pricing Indicator","Notional Amount 1","Notional Amount 2","Notional Currency 1","Notional Currency 2","Notional Quantity 1","Notional Quantity 2","Total Notional Quantity 1","Total Notional Quantity 2","Option Entitlement","Option Premium Amount","Option Premium Currency","Other Payment Amount","Payment Frequency Period 1","Payment Frequency Period 2","Payment Frequency Period Multiplier 1","Payment Frequency Period Multiplier 2","Price 1","Price 2","Price Unit Of Measure 1","Price Unit Of Measure 2","Quantity Frequency","Quantity Unit Of Measure","Settlement Currency 1","Settlement Currency 2","Spread 1","Spread 2","Spread Currency 1","Spread Currency 2","Strike Price","Strike Price Currency","Underlying Asset ID","Underlying Asset ID Type","Underlying Asset Name","Leg 1 - Commodity Instrument ID","Leg 2 - Commodity Instrument ID","Option Type","Option Style","Execution Venue Type","Collateralization Type"
355393915,NA,"FX","ForeignExchange:NDF","NEW","Trade","Y","U",NA,NA,2022-06-03,NA,"2022-06-03T08:06:34","14,429.26","USD/IDR",2022-06-03 08:06:34,2022-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2e+06,28858520000,"USD","IDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355315593,NA,"FX","ForeignExchange:NDF","NEW","Trade","Y","U",NA,NA,2022-06-03,NA,"2022-06-03T06:47:45","77.6647","INR/USD",2022-06-03 06:47:45,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",77664700,1e+06,"INR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355315442,NA,"FX","ForeignExchange:NDF","NEW","Trade","Y","U",NA,NA,2022-06-03,NA,"2022-06-03T06:46:22","77.662","USD/INR",2022-06-03 06:46:22,2022-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",3e+06,232986000,"USD","INR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739406,331762011,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U","N",NA,2022-04-29,NA,"2022-04-29T09:57:36","856.81","CLP/USD",2022-04-29 13:57:36,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",171362000,2e+05,"CLP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739407,331781077,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U","N",NA,2022-04-29,NA,"2022-04-29T10:00:07","1","USD/COP",2022-04-29 14:00:07,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",450000,1795275000,"USD","COP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739408,331760791,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U","N",NA,2022-04-29,NA,"2022-04-29T09:51:45","856.93","CLP/USD",2022-04-29 13:51:45,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",342772000,4e+05,"CLP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739409,331783372,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U","N",NA,2022-04-29,NA,"2022-04-29T09:44:35","1","USD/CLP",2022-04-29 13:44:35,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",4e+06,3422520000,"USD","CLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739410,352752968,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U","N",NA,2022-05-31,NA,"2022-05-31T10:14:22","1","USD/CLP",2022-05-31 14:14:22,2022-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",2e+06,1649819999,"USD","CLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
355739285,NA,"FX","ForeignExchange:NDF","NEW","Amendment","Y","U","N",NA,2022-06-03,NA,"2022-06-03T02:21:14","14,433","USD/IDR",2022-06-03 02:21:14,2022-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5e+06,7.2165e+10,"USD","IDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ON",NA
355739283,NA,"FX","ForeignExchange:NDF","NEW","Amendment","Y","U","N",NA,2022-06-02,NA,"2022-06-02T05:57:20","14,479","USD/IDR",2022-06-02 05:57:20,2022-07-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1.5e+07,2.17185e+11,"USD","IDR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ON",NA
