"Dissemination ID","Original Dissemination ID","Primary Asset Class","Product ID","Action","Transaction Type","Block Trade Election Indicator","Cleared","Clearing Exception or Exemption Indicator","Day Count Convention","Effective Date","Embedded Option Type","Event Timestamp","Exchange Rate","Exchange Rate Basis","Execution Timestamp","Expiration Date","First Exercise Date","Fixed Rate 1","Fixed Rate 2","Fixed Recovery CDS Final Price","Floating Rate Reset Frequency Period 1","Floating Rate Reset Frequency Period 2","Floating Rate Reset Frequency Period Multiplier 1","Floating Rate Reset Frequency Period Multiplier 2","Leg 1 - Commodity Underlyer ID","Leg 2 - Commodity Underlyer ID","Leg 1 - Floating Rate Index","Leg 2 - Floating Rate Index","Non-Standardized Pricing Indicator","Notional Amount 1","Notional Amount 2","Notional Currency 1","Notional Currency 2","Notional Quantity 1","Notional Quantity 2","Total Notional Quantity 1","Total Notional Quantity 2","Option Entitlement","Option Premium Amount","Option Premium Currency","Other Payment Amount","Payment Frequency Period 1","Payment Frequency Period 2","Payment Frequency Period Multiplier 1","Payment Frequency Period Multiplier 2","Price 1","Price 2","Price Unit Of Measure 1","Price Unit Of Measure 2","Quantity Frequency","Quantity Unit Of Measure","Settlement Currency 1","Settlement Currency 2","Spread 1","Spread 2","Spread Currency 1","Spread Currency 2","Strike Price","Strike Price Currency","Underlying Asset ID","Underlying Asset ID Type","Underlying Asset Name","Leg 1 - Commodity Instrument ID","Leg 2 - Commodity Instrument ID","Option Type","Option Style","Execution Venue Type","Collateralization Type"
264424358,NA,"FX","ForeignExchange:NDO","NEW","Trade","Y","U",NA,NA,2022-01-14,NA,"2022-01-14T13:50:15","76","INR/USD",2022-01-14 13:50:15,2022-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",4e+06,303999999,"USD","INR",NA,NA,NA,NA,NA,21719.99995,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"C-","EU","OFF",NA
264424283,NA,"FX","ForeignExchange:NDF","NEW","Termination","Y","U",NA,NA,2022-01-14,NA,"2022-01-16T23:20:36","27.545","TWD/USD",2022-01-14 15:15:12,2022-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5e+06,137725000,"USD","TWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424261,NA,"FX","ForeignExchange:NDF","NEW","Termination","Y","U",NA,NA,2022-01-13,NA,"2022-01-16T23:17:04","74.16909","INR/USD",2022-01-13 11:59:08,2022-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1e+06,74169090,"USD","INR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424260,NA,"FX","ForeignExchange:NDF","NEW","Termination","Y","U",NA,NA,2022-01-13,NA,"2022-01-16T23:16:43","27.56","TWD/USD",2022-01-13 08:16:20,2022-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",5e+06,137800000,"USD","TWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424284,NA,"FX","ForeignExchange:NDF","NEW","Trade","N","U",NA,NA,2022-01-14,NA,"2022-01-16T23:20:25","51.32",NA,2022-01-16 23:20:25,2022-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1.283e+09,2.5e+07,"PHP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424285,NA,"FX","ForeignExchange:NDF","NEW","Trade","N","U",NA,NA,2022-01-14,NA,"2022-01-16T23:20:24","51.8125",NA,2022-01-16 23:20:24,2022-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1295312500,2.5e+07,"PHP","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424164,NA,"FX","ForeignExchange:NDF","NEW","Trade","Y","U","N",NA,2022-01-14,NA,"2022-01-16T20:02:59","6.1358","USD/BRL",2022-01-16 20:02:59,2023-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",4e+06,24543200,"USD","BRL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424129,260851084,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U",NA,NA,2022-01-05,NA,"2022-01-05T09:48:49","1,197.4","USD/KRW",2022-01-05 14:48:49,2022-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1125555995,940000,"KRW","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424130,260851084,"FX","ForeignExchange:NDF","CORRECT","Trade","N","U",NA,NA,2022-01-05,NA,"2022-01-05T14:48:49","1,197.4","USD/KRW",2022-01-05 14:48:49,2022-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",1125555995,940000,"KRW","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
264424127,262125186,"FX","ForeignExchange:NDF","CANCEL","Trade","N","U",NA,NA,2022-01-11,NA,"2022-01-11T02:21:38","73.98","USD/INR",2022-01-11 07:21:38,2022-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",59184000,8e+05,"INR","USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OFF",NA
